"qp2.auc","qp2.task.id"
0.955977229601518,"Fisiológico"
0.88045540796964,"Fisiológico"
0.922413793103448,"Psíquico"
0.869278080258117,"Psíquico"
0.934563420044364,"Psíquico"
0.890199637023594,"Psíquico"
0.898366606170599,"Psíquico"
0.901111791105671,"Psíquico"
0.910465819721718,"Psíquico"
0.891409558378705,"Psíquico"
0.900080661423674,"Psíquico"
0.876835985312117,"Psíquico"
0.870437588223432,"Psíquico"
0.889493849566445,"Psíquico"
0.92473280903408,"Psíquico"
0.884099616858238,"Psíquico"
0.871277029783762,"Psíquico"
0.930127041742287,"Psíquico"
0.869933454325469,"Psíquico"
0.966034271725826,"Psíquico"
0.946057672917927,"Psíquico"
0.89120790481952,"Psíquico"
0.888004895960832,"Psíquico"
0.934260939705586,"Psíquico"
0.907037709215568,"Psíquico"
0.913490623109498,"Psíquico"
0.878050010082678,"Psíquico"
0.847511219910241,"Psíquico"
0.889544262956241,"Psíquico"
0.939856825972978,"Psíquico"
0.888485581770518,"Psíquico"
0.895644283121597,"Psíquico"
0.911070780399274,"Psíquico"
0.923976608187134,"Psíquico"
0.903100775193798,"Psíquico"
0.876688848558177,"Psíquico"
0.905323653962492,"Psíquico"
0.912179874974793,"Psíquico"
0.866656583988707,"Psíquico"
0.917431660546716,"Psíquico"
0.898568259729784,"Psíquico"
0.885914498890905,"Psíquico"
0.84835652349264,"Psíquico"
0.885505915952672,"Psíquico"
0.933051018350474,"Psíquico"
0.892316999395039,"Psíquico"
0.861179110567115,"Psíquico"
0.910566646501311,"Psíquico"
0.885964912280702,"Psíquico"
0.913641863278887,"Psíquico"
0.887729380923573,"Psíquico"
0.928009679370841,"Psíquico"
0.897862472272636,"Psíquico"
0.912790697674419,"Psíquico"
0.894888082274652,"Psíquico"
0.892115345835854,"Psíquico"
0.921001631986944,"Psíquico"
0.890401290582779,"Psíquico"
0.855011090945755,"Psíquico"
0.916112119378907,"Psíquico"
0.911625327687034,"Psíquico"
0.947872554950595,"Psíquico"
0.894634842921257,"Psíquico"
0.923976608187134,"Psíquico"
0.888989715668482,"Psíquico"
0.903004638031861,"Psíquico"
0.907639738882089,"Psíquico"
0.919388989715669,"Psíquico"
0.914297237346239,"Psíquico"
0.909407138535995,"Psíquico"
0.870639241782617,"Psíquico"
0.896098003629764,"Psíquico"
0.877753977968176,"Psíquico"
0.906029441419641,"Psíquico"
0.877041742286751,"Psíquico"
0.875882234321436,"Psíquico"
0.952409760032265,"Psíquico"
0.877898769913289,"Psíquico"
0.916515426497278,"Psíquico"
0.919879640962872,"Psíquico"
0.941369227666868,"Psíquico"
0.921607178866707,"Psíquico"
0.898265779391006,"Psíquico"
0.922766686832023,"Psíquico"
0.899324460576729,"Psíquico"
0.883040935672515,"Psíquico"
0.888283928211333,"Psíquico"
0.880048959608323,"Psíquico"
0.891964105666465,"Psíquico"
0.910138718890249,"Psíquico"
0.897711232103247,"Psíquico"
0.906432748538012,"Psíquico"
0.896299657188949,"Psíquico"
0.875428513813269,"Psíquico"
0.922917927001412,"Psíquico"
0.885763258721516,"Psíquico"
0.871277029783762,"Psíquico"
0.887902896776826,"Psíquico"
0.913339382940109,"Psíquico"
0.919388989715669,"Psíquico"
0.932798951401492,"Psíquico"
0.866303690260133,"Psíquico"
